% Group: LeisterMeierMulterer
% Date: 2018-05-23 21:42

@RELATION sysdev

@ATTRIBUTE timestamp NUMERIC
@ATTRIBUTE accelerationx-mean-300 NUMERIC
@ATTRIBUTE accelerationy-mean-300 NUMERIC
@ATTRIBUTE accelerationz-mean-300 NUMERIC
@ATTRIBUTE accelerationx-var-300 NUMERIC
@ATTRIBUTE accelerationy-var-300 NUMERIC
@ATTRIBUTE accelerationz-var-300 NUMERIC
@ATTRIBUTE abs-var-300 NUMERIC
@ATTRIBUTE accelerationx-mean-1000 NUMERIC
@ATTRIBUTE accelerationy-mean-1000 NUMERIC
@ATTRIBUTE accelerationz-mean-1000 NUMERIC
@ATTRIBUTE accelerationx-var-1000 NUMERIC
@ATTRIBUTE accelerationy-var-1000 NUMERIC
@ATTRIBUTE accelerationz-var-1000 NUMERIC
@ATTRIBUTE abs-var-1000 NUMERIC
@ATTRIBUTE accelerationx-mean-3000 NUMERIC
@ATTRIBUTE accelerationy-mean-3000 NUMERIC
@ATTRIBUTE accelerationz-mean-3000 NUMERIC
@ATTRIBUTE accelerationx-var-3000 NUMERIC
@ATTRIBUTE accelerationy-var-3000 NUMERIC
@ATTRIBUTE accelerationz-var-3000 NUMERIC
@ATTRIBUTE abs-var-3000 NUMERIC
@ATTRIBUTE class {walking,sitting,standing}

@DATA
1527104528302,-1.9319327731092444,-9.787394957983194,-0.08571428571428567,0.03141727279146954,0.0031184238401243307,0.06761104441776719,0.0026842053164086044,?,?,?,?,?,?,?,?,?,?,?,?,?,?,walking
1527104528403,-1.7500000000000002,-9.808333333333316,-0.3691666666666668,0.057333333333333354,0.007430555555555585,0.0852993055555557,0.0049779611779642826,?,?,?,?,?,?,?,?,?,?,?,?,?,?,walking
1527104528502,-1.6865546218487415,-9.89999999999999,-0.6512605042016802,0.04049149071393263,0.015630252100840274,0.060985806087140736,0.021546918514068182,?,?,?,?,?,?,?,?,?,?,?,?,?,?,walking
1527104528603,-1.5369747899159663,-10.063025210084035,-1.0462184873949576,0.11022950356613234,0.04249841112915751,0.1675277169691405,0.05319869914578132,?,?,?,?,?,?,?,?,?,?,?,?,?,?,walking
1527104528703,-1.13781512605042,-9.936134453781515,-1.4092436974789915,0.4583179154014547,0.13020690629192852,0.16991455405691697,0.14252192142235479,?,?,?,?,?,?,?,?,?,?,?,?,?,?,walking
1527104528803,-0.6176470588235289,-9.83277310924369,-1.6252100840336134,0.32851211072664377,0.1613628981004164,0.05768377939411066,0.17975136237751219,?,?,?,?,?,?,?,?,?,?,?,?,?,?,walking
1527104528903,-0.38655462184873973,-9.72605042016807,-1.5773109243697474,0.1457015747475461,0.09587599745780649,0.07822470164536399,0.10315660607905985,?,?,?,?,?,?,?,?,?,?,?,?,?,?,walking
1527104529003,-0.27500000000000024,-9.766666666666664,-1.473333333333334,0.2797083333333333,0.07955555555555542,0.057288888888888834,0.09005861773832055,-1.155050505050506,-9.835353535353542,-0.9583333333333325,0.6591916641159069,0.06986123864911732,0.46682449494949374,0.07964813234782896,?,?,?,?,?,?,?,walking
1527104529104,0.0831932773109243,-9.778151260504199,-1.5058823529411753,0.5129948449968222,0.04859826283454547,0.05097380128521994,0.05534799704708229,-0.8654040404040415,-9.82878787878788,-1.1426767676767673,0.8867071599836748,0.07093893480257102,0.35168879451076285,0.08066821000774484,?,?,?,?,?,?,?,walking
1527104529203,0.8133333333333336,-9.566666666666666,-1.569999999999998,0.5916555555555565,0.051388888888889,0.013600000000000008,0.03437315965511962,-0.5035353535353547,-9.78585858585858,-1.2931818181818198,1.2604420467299258,0.0962141618202223,0.2303323002754811,0.09658880170044287,?,?,?,?,?,?,?,walking
